valid_time,city,bcaod550,omaod550,pm1,pm2p5,pm10,aod550,tcco,tcno2,gtco3,tcso2,u10,v10,d2m,t2m,sp,blh,tp,ssrd
2020-01-01 00:00:00,Delhi,0.35372878899551685,0.35172888108166506,0.615583581572959,0.6163626212421456,0.6179994401299157,0.33934140055184026,0.3902542464278791,0.2848351212670285,0.4371627870930417,0.335612207230019,0.37997335532564935,0.4890826597027353,0.49436745912789437,0.4656173212082644,0.40571985425632917,0.09452305912620114,0.0,0.46581242755143404
2020-01-01 03:00:00,Delhi,0.39223722640229286,0.3246087448155898,0.8316005583649947,0.8308791741191339,0.8313256548472677,0.3002229268589033,0.44049635750002736,0.23803354668065158,0.49405519396015474,0.4371190905876077,0.3675596132599235,0.4641154489583905,0.5579512592030511,0.4770558469347508,0.40439368620609706,0.015746004095838647,0.0,0.025724795864861438
2020-01-01 06:00:00,Delhi,0.29712155911809746,0.27260582045847903,0.6586471145405041,0.6588915559238514,0.6608949287436852,0.24286626003134448,0.45990010277013005,0.308262064388887,0.49067680802651914,0.38720089350157266,0.38484351536672445,0.46171938159248516,0.5806006315482417,0.5323693323832375,0.4039606684717718,0.18498632093423645,0.001853751897253452,0.4651695610115445
2020-01-01 09:00:00,Delhi,0.3602105985831409,0.3207429869897157,0.5492925995961861,0.5487503269119853,0.5489075956855245,0.29905794718307604,0.4499835514436308,0.37723749970979586,0.44724599483414895,0.5142025781665112,0.39187940647158653,0.4563972516101882,0.6231483628210563,0.5434617909113753,0.38493506373628783,0.022692291803394056,0.0005736124204526671,0.019735399220637825
2020-01-01 12:00:00,Delhi,0.21829171422827723,0.22020576294647526,0.4191391535442881,0.4199146255279217,0.4213549220224269,0.20046074572640116,0.3356895595429523,0.22113234530647952,0.35856368678569406,0.45043605634066675,0.43334553643481366,0.46920002839046343,0.6083179842444597,0.5546129207730921,0.37630355463198306,0.16312908885936805,0.00047613707736858133,0.42576962306885496
2020-01-01 15:00:00,Delhi,0.3200911785086288,0.3014206903893038,0.9513025810600678,0.9503433938716309,0.9508867462252817,0.28610471842455243,0.4411332587909147,0.21147391806507077,0.3265178379329807,0.6191793600531496,0.45032378735715767,0.48992010137787534,0.6283853258657413,0.5504846814172133,0.3631463558647283,0.003117006153197664,0.0,0.02334173641770437
2020-01-01 18:00:00,Delhi,0.42923893165401344,0.4106989010332658,0.6721052625766815,0.6726324972835128,0.674780733535859,0.398649903393854,0.48876791917975715,0.512497624318883,0.2858531588497579,0.48368985497727507,0.5003495338718367,0.47008177008381946,0.6033596925984401,0.5458265692410293,0.3626497563945037,0.21373770971559525,0.002441237544487764,0.43964712319942106
2020-01-01 21:00:00,Delhi,0.3749403872215267,0.32184885771322513,0.697014012295994,0.6966166073533852,0.6970358070228017,0.32523296550195846,0.44416877678584943,0.23575728181685707,0.24809560708617084,0.45314101750893665,0.48925721479174317,0.43286895813293774,0.59043468961175,0.5234455843392327,0.3583822498740368,0.02222597093765507,0.0,0.02891376951018795
2020-01-02 00:00:00,Delhi,0.2606174499979578,0.24783362084234387,0.5532761721373368,0.554787944491321,0.556890757644561,0.2457215795404251,0.4226392993521715,0.18491381201918122,0.21965111791825764,0.3752747891113032,0.5353184604509033,0.4972753160121783,0.5718641331542242,0.5406995121678717,0.36498715946499694,0.19062250106699097,0.0,0.47412622580927816
2020-01-02 03:00:00,Delhi,0.24642634299560837,0.2050676500762208,0.5054718918919808,0.5067431527603246,0.5068905265937917,0.21134419569698984,0.4614075067299104,0.20311050052645113,0.17972488034343592,0.4616476436280834,0.47230978306699334,0.4315713949575499,0.6003468232676452,0.5478764894343913,0.3739441074639416,0.02511381790301425,0.0,0.025113058572547555
2020-01-02 06:00:00,Delhi,0.2355864340980936,0.21712410294679557,0.6080861140153951,0.6096538097906573,0.6117631651396921,0.21897996598894395,0.4897523518828877,0.24867573722084674,0.16056526088442757,0.43908461147538047,0.44820936460931093,0.47020794142819944,0.5979467619661456,0.5561688181192066,0.37625618714965015,0.10108179170096242,0.0,0.343461968718559
2020-01-02 09:00:00,Delhi,0.2776547313411091,0.2350607635577814,0.4946528288274268,0.4967312442535655,0.49673098950203226,0.23807488875314875,0.44435643783973744,0.35040972278019367,0.14585416899209336,0.5402672731117122,0.37218091525254915,0.47504910692459135,0.613570365795792,0.5435355771385826,0.37258915455906205,0.06376224116057858,0.001439935080718579,0.0186739533211903
2020-01-02 12:00:00,Delhi,0.37819051126907355,0.3764538989339362,0.4680550557790521,0.47191763895400385,0.47254714599533504,0.38108610147648136,0.45464152609002173,0.28997317413093027,0.18842581855403395,0.48704471513823006,0.38821321952613447,0.5474234022663342,0.642453833602131,0.5655508241917317,0.3524540272774743,0.10115963890861288,0.011473727850668894,0.34376269410615135
2020-01-02 15:00:00,Delhi,0.3691677432718644,0.3815212004822263,0.35884568697439617,0.36442398184047287,0.3630729409870625,0.39019773747213643,0.47566810223072664,0.3415511616170705,0.1919941056558565,0.5748051996964201,0.3603568589645882,0.4966559094038054,0.6773335482956009,0.5636924586643843,0.32537440199312684,0.08193280935864383,0.17412895918348723,0.02122799906443697
2020-01-02 18:00:00,Delhi,0.340173201575624,0.43392499897615566,0.2826840363094669,0.289154997677911,0.2884719099784059,0.43841102814228816,0.45737738317979504,0.4001293476900219,0.19562056679393947,0.4588145690924674,0.42325231373568556,0.5235510573791545,0.658313061187723,0.5407369374960398,0.31844690770197026,0.1608508077800719,0.16748984351409246,0.17769636118670565
